Municipality,State,Population,Contact Name,Title,Email,Phone,Website,Address,Source,Last Updated
"Avoca village, Wisconsin",Wisconsin,553,,,,,,,US Census API,2025-07-29 22:02:52
"Babcock CDP, Wisconsin",Wisconsin,122,,,,,,,US Census API,2025-07-29 22:02:52
"Bagley village, Wisconsin",Wisconsin,356,,,,,,,US Census API,2025-07-29 22:02:52
"Baileys Harbor CDP, Wisconsin",Wisconsin,334,,,,,,,US Census API,2025-07-29 22:02:52
"Baldwin village, Wisconsin",Wisconsin,4291,,,,,,,US Census API,2025-07-29 22:02:52
"Balsam Lake village, Wisconsin",Wisconsin,934,,,,,,,US Census API,2025-07-29 22:02:52
"Bancroft CDP, Wisconsin",Wisconsin,526,,,,,,,US Census API,2025-07-29 22:02:52
"Bangor village, Wisconsin",Wisconsin,1437,,,,,,,US Census API,2025-07-29 22:02:52
"Baraboo city, Wisconsin",Wisconsin,12556,,,,,,,US Census API,2025-07-29 22:02:52
"Barneveld village, Wisconsin",Wisconsin,1331,,,,,,,US Census API,2025-07-29 22:02:52
"Barron city, Wisconsin",Wisconsin,3733,,,,,,,US Census API,2025-07-29 22:02:52
"Barronett CDP, Wisconsin",Wisconsin,103,,,,,,,US Census API,2025-07-29 22:02:52
"Batavia CDP, Wisconsin",Wisconsin,242,,,,,,,US Census API,2025-07-29 22:02:52
"Bay City village, Wisconsin",Wisconsin,441,,,,,,,US Census API,2025-07-29 22:02:52
"Bayfield city, Wisconsin",Wisconsin,584,,,,,,,US Census API,2025-07-29 22:02:52
"Bayfront CDP, Wisconsin",Wisconsin,113,,,,,,,US Census API,2025-07-29 22:02:52
"Bayside village, Wisconsin",Wisconsin,4482,,,,,,,US Census API,2025-07-29 22:02:52
"Bear Creek village, Wisconsin",Wisconsin,427,,,,,,,US Census API,2025-07-29 22:02:52
"Beaver Dam city, Wisconsin",Wisconsin,16708,,,,,,,US Census API,2025-07-29 22:02:52
"Belgium village, Wisconsin",Wisconsin,2421,,,,,,,US Census API,2025-07-29 22:02:52
"Bell Center village, Wisconsin",Wisconsin,108,,,,,,,US Census API,2025-07-29 22:02:52
"Belleville village, Wisconsin",Wisconsin,2491,,,,,,,US Census API,2025-07-29 22:02:52
"Bellevue village, Wisconsin",Wisconsin,15935,,,,,,,US Census API,2025-07-29 22:02:52
"Belmont village, Wisconsin",Wisconsin,989,,,,,,,US Census API,2025-07-29 22:02:52
"Beloit city, Wisconsin",Wisconsin,36657,,,,,,,US Census API,2025-07-29 22:02:52
"Benton village, Wisconsin",Wisconsin,946,,,,,,,US Census API,2025-07-29 22:02:53
"Berlin city, Wisconsin",Wisconsin,5571,,,,,,,US Census API,2025-07-29 22:02:53
"Big Bend village, Wisconsin",Wisconsin,1483,,,,,,,US Census API,2025-07-29 22:02:53
"Big Falls village, Wisconsin",Wisconsin,60,,,,,,,US Census API,2025-07-29 22:02:53
"Big Foot Prairie CDP, Wisconsin",Wisconsin,22,,,,,,,US Census API,2025-07-29 22:02:53
"Birch Hill CDP, Wisconsin",Wisconsin,295,,,,,,,US Census API,2025-07-29 22:02:53
"Birchwood village, Wisconsin",Wisconsin,402,,,,,,,US Census API,2025-07-29 22:02:53
"Birnamwood village, Wisconsin",Wisconsin,730,,,,,,,US Census API,2025-07-29 22:02:53
"Biron village, Wisconsin",Wisconsin,839,,,,,,,US Census API,2025-07-29 22:02:53
"Black Creek village, Wisconsin",Wisconsin,1357,,,,,,,US Census API,2025-07-29 22:02:53
"Black Earth village, Wisconsin",Wisconsin,1493,,,,,,,US Census API,2025-07-29 22:02:53
"Black River Falls city, Wisconsin",Wisconsin,3523,,,,,,,US Census API,2025-07-29 22:02:53
"Blair city, Wisconsin",Wisconsin,1325,,,,,,,US Census API,2025-07-29 22:02:53
"Blanchardville village, Wisconsin",Wisconsin,807,,,,,,,US Census API,2025-07-29 22:02:53
"Bloomer city, Wisconsin",Wisconsin,3683,,,,,,,US Census API,2025-07-29 22:02:53
"Bloomfield village, Wisconsin",Wisconsin,4781,,,,,,,US Census API,2025-07-29 22:02:53
"Bloomington village, Wisconsin",Wisconsin,741,,,,,,,US Census API,2025-07-29 22:02:53
"Blue Mounds village, Wisconsin",Wisconsin,948,,,,,,,US Census API,2025-07-29 22:02:53
"Blue River village, Wisconsin",Wisconsin,457,,,,,,,US Census API,2025-07-29 22:02:53
"Bluffview CDP, Wisconsin",Wisconsin,536,,,,,,,US Census API,2025-07-29 22:02:53
"Boaz village, Wisconsin",Wisconsin,129,,,,,,,US Census API,2025-07-29 22:02:53
"Bohners Lake CDP, Wisconsin",Wisconsin,2374,,,,,,,US Census API,2025-07-29 22:02:53
"Bonduel village, Wisconsin",Wisconsin,1417,,,,,,,US Census API,2025-07-29 22:02:53
"Boscobel city, Wisconsin",Wisconsin,3286,,,,,,,US Census API,2025-07-29 22:02:53
"Boulder Junction CDP, Wisconsin",Wisconsin,179,,,,,,,US Census API,2025-07-29 22:02:53
"Bowler village, Wisconsin",Wisconsin,320,,,,,,,US Census API,2025-07-29 22:02:53
"Boyceville village, Wisconsin",Wisconsin,1100,,,,,,,US Census API,2025-07-29 22:02:53
"Boyd village, Wisconsin",Wisconsin,605,,,,,,,US Census API,2025-07-29 22:02:53
"Brandon village, Wisconsin",Wisconsin,882,,,,,,,US Census API,2025-07-29 22:02:53
"Brice Prairie CDP, Wisconsin",Wisconsin,1961,,,,,,,US Census API,2025-07-29 22:02:53
"Briggsville CDP, Wisconsin",Wisconsin,316,,,,,,,US Census API,2025-07-29 22:02:53
"Brillion city, Wisconsin",Wisconsin,3262,,,,,,,US Census API,2025-07-29 22:02:53
"Bristol village, Wisconsin",Wisconsin,5192,,,,,,,US Census API,2025-07-29 22:02:53
"Brodhead city, Wisconsin",Wisconsin,3274,,,,,,,US Census API,2025-07-29 22:02:53
"Brookfield city, Wisconsin",Wisconsin,41464,,,,,,,US Census API,2025-07-29 22:02:53
"Brooklyn village, Wisconsin",Wisconsin,1524,,,,,,,US Census API,2025-07-29 22:02:53
"Brothertown CDP, Wisconsin",Wisconsin,201,,,,,,,US Census API,2025-07-29 22:02:53
"Brown Deer village, Wisconsin",Wisconsin,12507,,,,,,,US Census API,2025-07-29 22:02:53
"Browns Lake CDP, Wisconsin",Wisconsin,1879,,,,,,,US Census API,2025-07-29 22:02:53
"Brownsville village, Wisconsin",Wisconsin,598,,,,,,,US Census API,2025-07-29 22:02:53
"Browntown village, Wisconsin",Wisconsin,245,,,,,,,US Census API,2025-07-29 22:02:53
"Bruce village, Wisconsin",Wisconsin,781,,,,,,,US Census API,2025-07-29 22:02:53
"Brule CDP, Wisconsin",Wisconsin,208,,,,,,,US Census API,2025-07-29 22:02:53
"Buffalo City city, Wisconsin",Wisconsin,1007,,,,,,,US Census API,2025-07-29 22:02:53
"Burlington city, Wisconsin",Wisconsin,11047,,,,,,,US Census API,2025-07-29 22:02:53
"Burnett CDP, Wisconsin",Wisconsin,220,,,,,,,US Census API,2025-07-29 22:02:53
"Butler village, Wisconsin",Wisconsin,1787,,,,,,,US Census API,2025-07-29 22:02:53
"Butte des Morts CDP, Wisconsin",Wisconsin,1005,,,,,,,US Census API,2025-07-29 22:02:53
"Butternut village, Wisconsin",Wisconsin,366,,,,,,,US Census API,2025-07-29 22:02:53
"Cable CDP, Wisconsin",Wisconsin,177,,,,,,,US Census API,2025-07-29 22:02:53
"Cadott village, Wisconsin",Wisconsin,1498,,,,,,,US Census API,2025-07-29 22:02:53
"Caledonia village, Wisconsin",Wisconsin,25361,,,,,,,US Census API,2025-07-29 22:02:53
"Cambria village, Wisconsin",Wisconsin,777,,,,,,,US Census API,2025-07-29 22:02:53
"Cambridge village, Wisconsin",Wisconsin,1638,,,,,,,US Census API,2025-07-29 22:02:53
"Cameron village, Wisconsin",Wisconsin,1872,,,,,,,US Census API,2025-07-29 22:02:53
"Camp Douglas village, Wisconsin",Wisconsin,647,,,,,,,US Census API,2025-07-29 22:02:53
"Campbellsport village, Wisconsin",Wisconsin,1907,,,,,,,US Census API,2025-07-29 22:02:53
"Caroline CDP, Wisconsin",Wisconsin,236,,,,,,,US Census API,2025-07-29 22:02:53
"Cascade village, Wisconsin",Wisconsin,722,,,,,,,US Census API,2025-07-29 22:02:53
"Casco village, Wisconsin",Wisconsin,630,,,,,,,US Census API,2025-07-29 22:02:53
"Cashton village, Wisconsin",Wisconsin,1158,,,,,,,US Census API,2025-07-29 22:02:53
"Cassville village, Wisconsin",Wisconsin,777,,,,,,,US Census API,2025-07-29 22:02:53
"Cataract CDP, Wisconsin",Wisconsin,220,,,,,,,US Census API,2025-07-29 22:02:53
"Catawba village, Wisconsin",Wisconsin,141,,,,,,,US Census API,2025-07-29 22:02:53
"Cazenovia village, Wisconsin",Wisconsin,363,,,,,,,US Census API,2025-07-29 22:02:53
"Cecil village, Wisconsin",Wisconsin,529,,,,,,,US Census API,2025-07-29 22:02:53
"Cedar Grove village, Wisconsin",Wisconsin,2101,,,,,,,US Census API,2025-07-29 22:02:53
"Cedarburg city, Wisconsin",Wisconsin,12121,,,,,,,US Census API,2025-07-29 22:02:53
"Ceex Haci CDP, Wisconsin",Wisconsin,89,,,,,,,US Census API,2025-07-29 22:02:53
"Centuria village, Wisconsin",Wisconsin,891,,,,,,,US Census API,2025-07-29 22:02:53
"Chain O' Lakes CDP, Wisconsin",Wisconsin,1124,,,,,,,US Census API,2025-07-29 22:02:53
"Chaseburg village, Wisconsin",Wisconsin,241,,,,,,,US Census API,2025-07-29 22:02:53
"Chelsea CDP, Wisconsin",Wisconsin,106,,,,,,,US Census API,2025-07-29 22:02:53
"Chenequa village, Wisconsin",Wisconsin,526,,,,,,,US Census API,2025-07-29 22:02:53
"Chetek city, Wisconsin",Wisconsin,2172,,,,,,,US Census API,2025-07-29 22:02:53
"Chief Lake CDP, Wisconsin",Wisconsin,582,,,,,,,US Census API,2025-07-29 22:02:53
"Chili CDP, Wisconsin",Wisconsin,205,,,,,,,US Census API,2025-07-29 22:02:53
"Chilton city, Wisconsin",Wisconsin,4080,,,,,,,US Census API,2025-07-29 22:02:53
"Chippewa Falls city, Wisconsin",Wisconsin,14731,,,,,,,US Census API,2025-07-29 22:02:53
"Clam Lake CDP, Wisconsin",Wisconsin,36,,,,,,,US Census API,2025-07-29 22:02:53
"Clarks Mills CDP, Wisconsin",Wisconsin,149,,,,,,,US Census API,2025-07-29 22:02:53
"Clayton village, Wisconsin",Wisconsin,550,,,,,,,US Census API,2025-07-29 22:02:53
"Clear Lake village, Wisconsin",Wisconsin,1099,,,,,,,US Census API,2025-07-29 22:02:53
"Cleveland village, Wisconsin",Wisconsin,1579,,,,,,,US Census API,2025-07-29 22:02:53
"Clinton village, Wisconsin",Wisconsin,2221,,,,,,,US Census API,2025-07-29 22:02:53
"Clintonville city, Wisconsin",Wisconsin,4591,,,,,,,US Census API,2025-07-29 22:02:53
"Clyman village, Wisconsin",Wisconsin,397,,,,,,,US Census API,2025-07-29 22:02:53
"Cobb village, Wisconsin",Wisconsin,480,,,,,,,US Census API,2025-07-29 22:02:53
"Cochrane village, Wisconsin",Wisconsin,423,,,,,,,US Census API,2025-07-29 22:02:53
"Colby city, Wisconsin",Wisconsin,1952,,,,,,,US Census API,2025-07-29 22:02:53
"Coleman village, Wisconsin",Wisconsin,726,,,,,,,US Census API,2025-07-29 22:02:53
"Colfax village, Wisconsin",Wisconsin,1182,,,,,,,US Census API,2025-07-29 22:02:53
"Collins CDP, Wisconsin",Wisconsin,203,,,,,,,US Census API,2025-07-29 22:02:53
"Coloma village, Wisconsin",Wisconsin,448,,,,,,,US Census API,2025-07-29 22:02:53
"Columbus city, Wisconsin",Wisconsin,5540,,,,,,,US Census API,2025-07-29 22:02:53
"Combined Locks village, Wisconsin",Wisconsin,3634,,,,,,,US Census API,2025-07-29 22:02:53
"Como CDP, Wisconsin",Wisconsin,2356,,,,,,,US Census API,2025-07-29 22:02:53
"Conrath village, Wisconsin",Wisconsin,88,,,,,,,US Census API,2025-07-29 22:02:53
"Coon Valley village, Wisconsin",Wisconsin,758,,,,,,,US Census API,2025-07-29 22:02:53
"Cornell city, Wisconsin",Wisconsin,1453,,,,,,,US Census API,2025-07-29 22:02:53
"Cornucopia CDP, Wisconsin",Wisconsin,103,,,,,,,US Census API,2025-07-29 22:02:53
"Cottage Grove village, Wisconsin",Wisconsin,7303,,,,,,,US Census API,2025-07-29 22:02:53
"Couderay village, Wisconsin",Wisconsin,81,,,,,,,US Census API,2025-07-29 22:02:53
"Crandon city, Wisconsin",Wisconsin,1713,,,,,,,US Census API,2025-07-29 22:02:53
"Crivitz village, Wisconsin",Wisconsin,1093,,,,,,,US Census API,2025-07-29 22:02:53
"Cross Plains village, Wisconsin",Wisconsin,4104,,,,,,,US Census API,2025-07-29 22:02:53
"Cuba City city, Wisconsin",Wisconsin,2138,,,,,,,US Census API,2025-07-29 22:02:53
"Cudahy city, Wisconsin",Wisconsin,18204,,,,,,,US Census API,2025-07-29 22:02:53
"Cumberland city, Wisconsin",Wisconsin,2274,,,,,,,US Census API,2025-07-29 22:02:53
"Curtiss village, Wisconsin",Wisconsin,292,,,,,,,US Census API,2025-07-29 22:02:53
"Dale CDP, Wisconsin",Wisconsin,570,,,,,,,US Census API,2025-07-29 22:02:53
"Dallas village, Wisconsin",Wisconsin,359,,,,,,,US Census API,2025-07-29 22:02:53
"Dalton CDP, Wisconsin",Wisconsin,215,,,,,,,US Census API,2025-07-29 22:02:53
"Danbury CDP, Wisconsin",Wisconsin,165,,,,,,,US Census API,2025-07-29 22:02:53
"Dane village, Wisconsin",Wisconsin,1117,,,,,,,US Census API,2025-07-29 22:02:53
"Darien village, Wisconsin",Wisconsin,1573,,,,,,,US Census API,2025-07-29 22:02:53
"Darlington city, Wisconsin",Wisconsin,2462,,,,,,,US Census API,2025-07-29 22:02:53
"De Pere city, Wisconsin",Wisconsin,25410,,,,,,,US Census API,2025-07-29 22:02:53
"De Soto village, Wisconsin",Wisconsin,309,,,,,,,US Census API,2025-07-29 22:02:53
"DeForest village, Wisconsin",Wisconsin,10811,,,,,,,US Census API,2025-07-29 22:02:53
"Deer Park village, Wisconsin",Wisconsin,249,,,,,,,US Census API,2025-07-29 22:02:53
"Deerfield village, Wisconsin",Wisconsin,2507,,,,,,,US Census API,2025-07-29 22:02:53
"Dekorra CDP, Wisconsin",Wisconsin,255,,,,,,,US Census API,2025-07-29 22:02:53
"Delafield city, Wisconsin",Wisconsin,7185,,,,,,,US Census API,2025-07-29 22:02:53
"Delavan Lake CDP, Wisconsin",Wisconsin,2803,,,,,,,US Census API,2025-07-29 22:02:53
"Delavan city, Wisconsin",Wisconsin,8505,,,,,,,US Census API,2025-07-29 22:02:53
"Dellwood CDP, Wisconsin",Wisconsin,579,,,,,,,US Census API,2025-07-29 22:02:53
"Denmark village, Wisconsin",Wisconsin,2408,,,,,,,US Census API,2025-07-29 22:02:53
"Diamond Bluff CDP, Wisconsin",Wisconsin,184,,,,,,,US Census API,2025-07-29 22:02:53
"Diaperville CDP, Wisconsin",Wisconsin,67,,,,,,,US Census API,2025-07-29 22:02:53
"Dickeyville village, Wisconsin",Wisconsin,1015,,,,,,,US Census API,2025-07-29 22:02:53
"Dodge CDP, Wisconsin",Wisconsin,121,,,,,,,US Census API,2025-07-29 22:02:53
"Dodgeville city, Wisconsin",Wisconsin,4984,,,,,,,US Census API,2025-07-29 22:02:53
"Dorchester village, Wisconsin",Wisconsin,849,,,,,,,US Census API,2025-07-29 22:02:53
"Dousman village, Wisconsin",Wisconsin,2419,,,,,,,US Census API,2025-07-29 22:02:53
"Downing village, Wisconsin",Wisconsin,234,,,,,,,US Census API,2025-07-29 22:02:53
"Downsville CDP, Wisconsin",Wisconsin,188,,,,,,,US Census API,2025-07-29 22:02:53
"Doylestown village, Wisconsin",Wisconsin,280,,,,,,,US Census API,2025-07-29 22:02:53
"Dresser village, Wisconsin",Wisconsin,935,,,,,,,US Census API,2025-07-29 22:02:53
"Drummond CDP, Wisconsin",Wisconsin,169,,,,,,,US Census API,2025-07-29 22:02:53
"Dunbar CDP, Wisconsin",Wisconsin,61,,,,,,,US Census API,2025-07-29 22:02:53
"Durand city, Wisconsin",Wisconsin,1854,,,,,,,US Census API,2025-07-29 22:02:53
"Dyckesville CDP, Wisconsin",Wisconsin,490,,,,,,,US Census API,2025-07-29 22:02:53
"Eagle Lake CDP, Wisconsin",Wisconsin,1251,,,,,,,US Census API,2025-07-29 22:02:53
"Eagle River city, Wisconsin",Wisconsin,1628,,,,,,,US Census API,2025-07-29 22:02:53
"Eagle village, Wisconsin",Wisconsin,2071,,,,,,,US Census API,2025-07-29 22:02:53
"East Troy village, Wisconsin",Wisconsin,4687,,,,,,,US Census API,2025-07-29 22:02:53
"Eastman village, Wisconsin",Wisconsin,350,,,,,,,US Census API,2025-07-29 22:02:53
"Easton CDP, Wisconsin",Wisconsin,86,,,,,,,US Census API,2025-07-29 22:02:53
"Eden village, Wisconsin",Wisconsin,884,,,,,,,US Census API,2025-07-29 22:02:53
"Edgar village, Wisconsin",Wisconsin,1439,,,,,,,US Census API,2025-07-29 22:02:53
"Edgerton city, Wisconsin",Wisconsin,5945,,,,,,,US Census API,2025-07-29 22:02:53
"Edmund CDP, Wisconsin",Wisconsin,129,,,,,,,US Census API,2025-07-29 22:02:53
"Egg Harbor village, Wisconsin",Wisconsin,358,,,,,,,US Census API,2025-07-29 22:02:53
"Eland village, Wisconsin",Wisconsin,199,,,,,,,US Census API,2025-07-29 22:02:53
"Elcho CDP, Wisconsin",Wisconsin,327,,,,,,,US Census API,2025-07-29 22:02:53
"Elderon village, Wisconsin",Wisconsin,161,,,,,,,US Census API,2025-07-29 22:02:53
"Eleva village, Wisconsin",Wisconsin,685,,,,,,,US Census API,2025-07-29 22:02:53
"Elk Mound village, Wisconsin",Wisconsin,985,,,,,,,US Census API,2025-07-29 22:02:53
"Elkhart Lake village, Wisconsin",Wisconsin,941,,,,,,,US Census API,2025-07-29 22:02:53
"Elkhorn city, Wisconsin",Wisconsin,10247,,,,,,,US Census API,2025-07-29 22:02:53
"Ellison Bay CDP, Wisconsin",Wisconsin,249,,,,,,,US Census API,2025-07-29 22:02:53
"Ellsworth village, Wisconsin",Wisconsin,3348,,,,,,,US Census API,2025-07-29 22:02:53
"Elm Grove village, Wisconsin",Wisconsin,6513,,,,,,,US Census API,2025-07-29 22:02:53
"Elmwood Park village, Wisconsin",Wisconsin,510,,,,,,,US Census API,2025-07-29 22:02:53
"Elmwood village, Wisconsin",Wisconsin,820,,,,,,,US Census API,2025-07-29 22:02:53
"Elroy city, Wisconsin",Wisconsin,1356,,,,,,,US Census API,2025-07-29 22:02:53
"Embarrass village, Wisconsin",Wisconsin,353,,,,,,,US Census API,2025-07-29 22:02:53
"Emerald CDP, Wisconsin",Wisconsin,145,,,,,,,US Census API,2025-07-29 22:02:54
"Endeavor village, Wisconsin",Wisconsin,432,,,,,,,US Census API,2025-07-29 22:02:54
"Ephraim village, Wisconsin",Wisconsin,345,,,,,,,US Census API,2025-07-29 22:02:54
"Ettrick village, Wisconsin",Wisconsin,525,,,,,,,US Census API,2025-07-29 22:02:54
"Eureka CDP, Wisconsin",Wisconsin,247,,,,,,,US Census API,2025-07-29 22:02:54
"Evansville city, Wisconsin",Wisconsin,5703,,,,,,,US Census API,2025-07-29 22:02:54
"Exeland village, Wisconsin",Wisconsin,229,,,,,,,US Census API,2025-07-29 22:02:54
"Fairchild village, Wisconsin",Wisconsin,451,,,,,,,US Census API,2025-07-29 22:02:54
"Fairwater village, Wisconsin",Wisconsin,346,,,,,,,US Census API,2025-07-29 22:02:54
"Fall Creek village, Wisconsin",Wisconsin,1422,,,,,,,US Census API,2025-07-29 22:02:54
"Fall River village, Wisconsin",Wisconsin,1801,,,,,,,US Census API,2025-07-29 22:02:54
"Fennimore city, Wisconsin",Wisconsin,2764,,,,,,,US Census API,2025-07-29 22:02:54
"Fenwood village, Wisconsin",Wisconsin,141,,,,,,,US Census API,2025-07-29 22:02:54
"Ferryville village, Wisconsin",Wisconsin,191,,,,,,,US Census API,2025-07-29 22:02:54
"Fitchburg city, Wisconsin",Wisconsin,29609,,,,,,,US Census API,2025-07-29 22:02:54
"Florence CDP, Wisconsin",Wisconsin,641,,,,,,,US Census API,2025-07-29 22:02:54
"Fond du Lac city, Wisconsin",Wisconsin,44678,,,,,,,US Census API,2025-07-29 22:02:54
"Fontana-on-Geneva Lake village, Wisconsin",Wisconsin,3120,,,,,,,US Census API,2025-07-29 22:02:54
"Footville village, Wisconsin",Wisconsin,772,,,,,,,US Census API,2025-07-29 22:02:54
"Forest Junction CDP, Wisconsin",Wisconsin,746,,,,,,,US Census API,2025-07-29 22:02:54
"Forestville village, Wisconsin",Wisconsin,482,,,,,,,US Census API,2025-07-29 22:02:54
"Fort Atkinson city, Wisconsin",Wisconsin,12579,,,,,,,US Census API,2025-07-29 22:02:54
"Fountain City city, Wisconsin",Wisconsin,806,,,,,,,US Census API,2025-07-29 22:02:54
"Fox Crossing village, Wisconsin",Wisconsin,18974,,,,,,,US Census API,2025-07-29 22:02:54
"Fox Lake city, Wisconsin",Wisconsin,1604,,,,,,,US Census API,2025-07-29 22:02:54
"Fox Point village, Wisconsin",Wisconsin,6934,,,,,,,US Census API,2025-07-29 22:02:54
